Tag Name,Address,Data Type,Respect Data Type,Client Access,Scan Rate,Scaling,Raw Low,Raw High,Scaled Low,Scaled High,Scaled Data Type,Clamp Low,Clamp High,Eng Units,Description,Negate Value
K 寄存器.Boolean114,K0107.01,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean115,K0107.02,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean116,K0107.03,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean117,K0107.04,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean118,K0107.05,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean119,K0107.06,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean120,K0107.07,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean121,K0107.08,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean122,K0107.09,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean123,K0107.10,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean124,K0107.11,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean125,K0107.12,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean126,K0107.13,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean127,K0107.14,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean128,K0107.15,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean129,K0108.00,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean130,K0108.01,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean131,K0108.02,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean132,K0108.03,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean133,K0108.04,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean134,K0108.05,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean135,K0108.06,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean136,K0108.07,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean137,K0108.08,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean138,K0108.09,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean139,K0108.10,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean140,K0108.11,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean141,K0108.12,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean142,K0108.13,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean143,K0108.14,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean144,K0108.15,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean145,K0109.00,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean146,K0109.01,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean147,K0109.02,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean148,K0109.03,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean149,K0109.04,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean150,K0109.05,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean151,K0109.06,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean152,K0109.07,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean153,K0109.08,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean154,K0109.09,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean155,K0109.10,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean156,K0109.11,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean157,K0109.12,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean158,K0109.13,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean159,K0109.14,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean160,K0109.15,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean161,K0110.00,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean162,K0110.01,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean163,K0110.02,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean164,K0110.03,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean165,K0110.04,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean166,K0110.05,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean167,K0110.06,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean168,K0110.07,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean169,K0110.08,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean170,K0110.09,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean171,K0110.10,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean172,K0110.11,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean173,K0110.12,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean174,K0110.13,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean175,K0110.14,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean176,K0110.15,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean177,K0111.00,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean178,K0111.01,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean179,K0111.02,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean180,K0111.03,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean181,K0111.04,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean182,K0111.05,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean183,K0111.06,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean184,K0111.07,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean185,K0111.08,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean186,K0111.09,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean187,K0111.10,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean188,K0111.11,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean189,K0111.12,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean190,K0111.13,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean191,K0111.14,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean192,K0111.15,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean193,K0112.00,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean194,K0112.01,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean195,K0112.02,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean196,K0112.03,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean197,K0112.04,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean198,K0112.05,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean199,K0112.06,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean200,K0112.07,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean201,K0112.08,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean202,K0112.09,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean203,K0112.10,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean204,K0112.11,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean205,K0112.12,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean206,K0112.13,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean207,K0112.14,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean208,K0112.15,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean209,K0113.00,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean210,K0113.01,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean211,K0113.02,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean212,K0113.03,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean213,K0113.04,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean214,K0113.05,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean215,K0113.06,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean216,K0113.07,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean217,K0113.08,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean218,K0113.09,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean219,K0113.10,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean220,K0113.11,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean221,K0113.12,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean222,K0113.13,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean223,K0113.14,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean224,K0113.15,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean225,K0114.00,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean226,K0114.01,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean227,K0114.02,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean228,K0114.03,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean229,K0114.04,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean230,K0114.05,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean231,K0114.06,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean232,K0114.07,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean233,K0114.08,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean234,K0114.09,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean235,K0114.10,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean236,K0114.11,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean237,K0114.12,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean238,K0114.13,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean239,K0114.14,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean240,K0114.15,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean241,K0115.00,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean242,K0115.01,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean243,K0115.02,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean244,K0115.03,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean245,K0115.04,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean246,K0115.05,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean247,K0115.06,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean248,K0115.07,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean249,K0115.08,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean250,K0115.09,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean251,K0115.10,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean252,K0115.11,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean253,K0115.12,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean254,K0115.13,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean255,K0115.14,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean256,K0115.15,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean257,K0116.00,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean258,K0116.01,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean259,K0116.02,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean260,K0116.03,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean261,K0116.04,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean262,K0116.05,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean263,K0116.06,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean264,K0116.07,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean265,K0116.08,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean266,K0116.09,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean267,K0116.10,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean268,K0116.11,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean269,K0116.12,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean270,K0116.13,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean271,K0116.14,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean272,K0116.15,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean273,K0117.00,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean274,K0117.01,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean275,K0117.02,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
K 寄存器.Boolean276,K0117.03,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
