Tag Name,Address,Data Type,Respect Data Type,Client Access,Scan Rate,Scaling,Raw Low,Raw High,Scaled Low,Scaled High,Scaled Data Type,Clamp Low,Clamp High,Eng Units,Description,Negate Value
R 寄存器.Boolean83,R0105.02,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean84,R0105.03,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean85,R0105.04,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean86,R0105.05,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean87,R0105.06,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean88,R0105.07,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean89,R0105.08,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean90,R0105.09,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean91,R0105.10,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean92,R0105.11,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean93,R0105.12,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean94,R0105.13,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean95,R0105.14,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean96,R0105.15,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean97,R0106.00,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean98,R0106.01,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean99,R0106.02,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean100,R0106.03,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean101,R0106.04,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean102,R0106.05,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean103,R0106.06,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean104,R0106.07,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean105,R0106.08,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean106,R0106.09,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean107,R0106.10,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean108,R0106.11,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean109,R0106.12,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean110,R0106.13,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean111,R0106.14,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean112,R0106.15,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean113,R0107.00,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean114,R0107.01,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean115,R0107.02,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean116,R0107.03,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean117,R0107.04,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean118,R0107.05,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean119,R0107.06,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean120,R0107.07,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean121,R0107.08,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean122,R0107.09,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean123,R0107.10,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean124,R0107.11,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean125,R0107.12,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean126,R0107.13,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean127,R0107.14,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean128,R0107.15,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean129,R0108.00,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean130,R0108.01,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean131,R0108.02,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean132,R0108.03,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean133,R0108.04,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean134,R0108.05,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean135,R0108.06,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean136,R0108.07,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean137,R0108.08,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean138,R0108.09,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean139,R0108.10,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean140,R0108.11,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean141,R0108.12,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean142,R0108.13,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean143,R0108.14,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean144,R0108.15,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean145,R0109.00,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean146,R0109.01,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean147,R0109.02,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean148,R0109.03,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean149,R0109.04,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean150,R0109.05,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean151,R0109.06,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean152,R0109.07,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean153,R0109.08,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean154,R0109.09,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean155,R0109.10,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean156,R0109.11,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean157,R0109.12,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean158,R0109.13,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean159,R0109.14,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean160,R0109.15,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean161,R0110.00,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean162,R0110.01,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean163,R0110.02,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean164,R0110.03,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean165,R0110.04,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean166,R0110.05,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean167,R0110.06,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean168,R0110.07,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean169,R0110.08,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean170,R0110.09,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean171,R0110.10,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean172,R0110.11,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean173,R0110.12,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean174,R0110.13,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean175,R0110.14,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean176,R0110.15,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean177,R0111.00,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean178,R0111.01,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean179,R0111.02,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean180,R0111.03,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean181,R0111.04,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean182,R0111.05,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean183,R0111.06,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean184,R0111.07,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean185,R0111.08,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean186,R0111.09,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean187,R0111.10,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean188,R0111.11,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean189,R0111.12,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean190,R0111.13,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean191,R0111.14,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean192,R0111.15,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean193,R0112.00,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean194,R0112.01,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean195,R0112.02,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean196,R0112.03,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean197,R0112.04,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean198,R0112.05,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean199,R0112.06,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean200,R0112.07,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean201,R0112.08,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean202,R0112.09,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean203,R0112.10,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean204,R0112.11,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean205,R0112.12,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean206,R0112.13,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean207,R0112.14,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean208,R0112.15,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean209,R0113.00,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean210,R0113.01,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean211,R0113.02,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean212,R0113.03,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean213,R0113.04,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean214,R0113.05,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean215,R0113.06,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean216,R0113.07,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean217,R0113.08,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean218,R0113.09,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean219,R0113.10,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean220,R0113.11,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean221,R0113.12,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean222,R0113.13,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean223,R0113.14,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean224,R0113.15,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean225,R0114.00,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean226,R0114.01,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean227,R0114.02,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean228,R0114.03,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean229,R0114.04,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean230,R0114.05,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean231,R0114.06,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean232,R0114.07,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean233,R0114.08,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean234,R0114.09,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean235,R0114.10,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean236,R0114.11,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean237,R0114.12,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean238,R0114.13,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean239,R0114.14,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean240,R0114.15,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean241,R0115.00,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean242,R0115.01,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean243,R0115.02,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean244,R0115.03,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean245,R0115.04,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean246,R0115.05,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean247,R0115.06,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean248,R0115.07,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean249,R0115.08,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean250,R0115.09,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean251,R0115.10,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean252,R0115.11,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean253,R0115.12,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean254,R0115.13,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean255,R0115.14,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean256,R0115.15,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean257,R0116.00,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean258,R0116.01,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean259,R0116.02,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean260,R0116.03,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean261,R0116.04,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean262,R0116.05,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean263,R0116.06,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean264,R0116.07,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean265,R0116.08,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean266,R0116.09,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean267,R0116.10,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean268,R0116.11,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean269,R0116.12,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean270,R0116.13,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean271,R0116.14,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean272,R0116.15,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean273,R0117.00,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean274,R0117.01,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean275,R0117.02,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
R 寄存器.Boolean276,R0117.03,Boolean,1,R/W,100,,,,,,,,,,1 位布尔值,
